match_id,utc_date,matchday,attendance,team,formation,home_or_away,winner,full_time_home,full_time_away,ball_possession,corner_kicks,fouls,free_kicks,goal_kicks,offsides,red_cards,yellow_cards,yellow_red_cards,saves,shots,shots_on_goal,shots_off_goal,throw_ins,goals_scored,goals_suffered
503843,2025-02-08T20:30:00Z,21,3297,Vitória SC,4-2-3-1,away,DRAW,0,0,64.0,11.0,15.0,16.0,4.0,2.0,0,2,0,5.0,11.0,3.0,4.0,23.0,0,0
503838,2025-02-09T15:30:00Z,21,3064,GD Estoril Praia,3-4-2-1,home,HOME_TEAM,2,1,57.0,5.0,26.0,20.0,4.0,0.0,0,2,0,6.0,11.0,4.0,5.0,13.0,2,1
503838,2025-02-09T15:30:00Z,21,3064,Boavista FC,5-4-1,away,HOME_TEAM,2,1,43.0,3.0,15.0,26.0,7.0,5.0,0,1,0,2.0,9.0,7.0,1.0,12.0,1,2
503844,2025-02-09T15:30:00Z,21,5830,SC Farense,3-4-3,home,AWAY_TEAM,0,2,62.0,12.0,16.0,14.0,6.0,3.0,1,1,0,2.0,18.0,7.0,7.0,27.0,0,2
503844,2025-02-09T15:30:00Z,21,5830,CD Nacional,4-2-3-1,away,AWAY_TEAM,0,2,38.0,3.0,14.0,19.0,12.0,0.0,0,3,1,7.0,11.0,4.0,4.0,17.0,2,0
503840,2025-02-09T18:00:00Z,21,12304,Sporting Clube de Braga,4-2-3-1,home,HOME_TEAM,2,0,60.0,4.0,19.0,12.0,5.0,0.0,0,0,0,4.0,13.0,5.0,6.0,14.0,2,0
503840,2025-02-09T18:00:00Z,21,12304,Gil Vicente FC,5-3-2,away,HOME_TEAM,2,0,40.0,2.0,9.0,19.0,11.0,3.0,1,0,0,3.0,6.0,4.0,1.0,12.0,0,2
503845,2025-02-09T20:30:00Z,21,1042,Casa Pia AC,3-4-3,home,HOME_TEAM,1,0,57.0,5.0,16.0,14.0,4.0,1.0,0,4,0,2.0,11.0,4.0,6.0,5.0,1,0
503845,2025-02-09T20:30:00Z,21,1042,CF Estrela da Amadora,3-4-3,away,HOME_TEAM,1,0,43.0,2.0,14.0,17.0,9.0,0.0,0,4,0,3.0,7.0,2.0,3.0,9.0,0,1
503842,2025-02-10T20:15:00Z,21,1245,FC Arouca,4-2-3-1,home,DRAW,1,1,53.0,6.0,21.0,13.0,9.0,4.0,0,0,0,3.0,18.0,5.0,7.0,12.0,1,1
503842,2025-02-10T20:15:00Z,21,1245,Rio Ave FC,4-2-3-1,away,DRAW,1,1,47.0,3.0,10.0,25.0,8.0,3.0,0,1,0,4.0,13.0,4.0,5.0,29.0,1,1
503835,2025-02-14T20:15:00Z,22,4494,Boavista FC,3-4-3,home,AWAY_TEAM,0,1,49.0,7.0,18.0,10.0,6.0,3.0,0,2,0,5.0,12.0,3.0,8.0,20.0,0,1
503835,2025-02-14T20:15:00Z,22,4494,CF Estrela da Amadora,3-4-2-1,away,AWAY_TEAM,0,1,51.0,4.0,10.0,21.0,6.0,0.0,0,2,0,3.0,8.0,6.0,2.0,20.0,1,0
503828,2025-02-15T15:30:00Z,22,1629,Moreirense FC,4-3-3,home,HOME_TEAM,3,2,46.0,4.0,17.0,14.0,12.0,1.0,0,3,0,2.0,11.0,4.0,2.0,14.0,3,2
503828,2025-02-15T15:30:00Z,22,1629,Casa Pia AC,3-4-3,away,HOME_TEAM,3,2,54.0,5.0,14.0,18.0,3.0,0.0,0,1,0,1.0,15.0,4.0,6.0,32.0,2,3
503832,2025-02-15T17:00:00Z,22,1784,CD Nacional,4-3-3,home,DRAW,2,2,51.0,7.0,14.0,13.0,4.0,5.0,0,3,0,2.0,15.0,6.0,6.0,29.0,2,2
503832,2025-02-15T17:00:00Z,22,1784,GD Estoril Praia,3-4-2-1,away,DRAW,2,2,49.0,3.0,13.0,19.0,8.0,0.0,0,3,0,5.0,5.0,4.0,0.0,20.0,2,2
503831,2025-02-15T18:00:00Z,22,9933,CD Santa Clara,5-4-1,home,AWAY_TEAM,0,1,47.0,2.0,18.0,13.0,13.0,1.0,0,5,1,7.0,8.0,4.0,2.0,24.0,0,1
503831,2025-02-15T18:00:00Z,22,9933,Sport Lisboa e Benfica,4-4-2,away,AWAY_TEAM,0,1,53.0,5.0,11.0,19.0,4.0,2.0,0,2,0,4.0,17.0,8.0,8.0,23.0,1,0
503830,2025-02-15T20:30:00Z,22,39258,Sporting Clube de Portugal,4-2-3-1,home,DRAW,2,2,61.0,9.0,4.0,12.0,8.0,1.0,0,2,1,3.0,18.0,8.0,6.0,23.0,2,2
503830,2025-02-15T20:30:00Z,22,39258,FC Arouca,4-2-3-1,away,DRAW,2,2,39.0,9.0,12.0,5.0,12.0,0.0,0,2,0,6.0,17.0,4.0,9.0,13.0,2,2
503836,2025-02-16T15:30:00Z,22,2206,Rio Ave FC,4-2-3-1,home,DRAW,1,1,58.0,2.0,12.0,20.0,13.0,1.0,0,6,0,2.0,11.0,2.0,4.0,29.0,1,1
503836,2025-02-16T15:30:00Z,22,2206,AVS,4-2-3-1,away,DRAW,1,1,42.0,4.0,19.0,13.0,15.0,1.0,0,1,0,1.0,9.0,3.0,4.0,27.0,1,1
503834,2025-02-16T18:00:00Z,22,15302,SC Farense,5-4-1,home,AWAY_TEAM,0,1,32.0,2.0,15.0,9.0,10.0,4.0,1,4,0,1.0,9.0,3.0,6.0,18.0,0,1
503834,2025-02-16T18:00:00Z,22,15302,FC Porto,3-4-1-2,away,AWAY_TEAM,0,1,68.0,4.0,9.0,19.0,10.0,0.0,0,2,0,3.0,14.0,2.0,7.0,21.0,1,0
503829,2025-02-16T20:30:00Z,22,28133,Vitória SC,4-2-3-1,home,DRAW,0,0,45.0,7.0,11.0,9.0,7.0,1.0,0,5,0,3.0,9.0,1.0,7.0,32.0,0,0
503829,2025-02-16T20:30:00Z,22,28133,Sporting Clube de Braga,4-2-3-1,away,DRAW,0,0,55.0,4.0,9.0,12.0,12.0,0.0,0,3,0,1.0,4.0,3.0,1.0,14.0,0,0
503833,2025-02-17T20:15:00Z,22,4490,Gil Vicente FC,4-1-4-1,home,AWAY_TEAM,0,2,52.0,5.0,11.0,17.0,8.0,1.0,0,2,0,3.0,13.0,2.0,9.0,20.0,0,2
503833,2025-02-17T20:15:00Z,22,4490,FC Famalicão,4-2-3-1,away,AWAY_TEAM,0,2,48.0,11.0,17.0,12.0,15.0,0.0,0,2,0,2.0,18.0,5.0,8.0,19.0,2,0
503822,2025-02-21T20:15:00Z,23,7872,Sporting Clube de Braga,4-2-3-1,home,HOME_TEAM,1,0,55.0,7.0,14.0,16.0,7.0,0.0,0,1,0,3.0,15.0,7.0,4.0,20.0,1,0
503822,2025-02-21T20:15:00Z,23,7872,CD Nacional,4-3-3,away,HOME_TEAM,1,0,45.0,6.0,14.0,14.0,7.0,2.0,0,2,0,6.0,8.0,3.0,4.0,24.0,0,1
503827,2025-02-22T15:30:00Z,23,1135,Casa Pia AC,3-4-3,home,HOME_TEAM,1,0,41.0,2.0,15.0,11.0,7.0,0.0,0,1,0,2.0,8.0,1.0,6.0,11.0,1,0
503827,2025-02-22T15:30:00Z,23,1135,Gil Vicente FC,4-3-3,away,HOME_TEAM,1,0,59.0,5.0,9.0,15.0,12.0,2.0,0,2,0,0.0,6.0,2.0,2.0,20.0,0,1
503819,2025-02-22T18:00:00Z,23,58022,Sport Lisboa e Benfica,3-4-3,home,HOME_TEAM,3,0,70.0,13.0,10.0,6.0,6.0,1.0,0,0,0,2.0,30.0,14.0,11.0,15.0,3,0
503819,2025-02-22T18:00:00Z,23,58022,Boavista FC,3-4-2-1,away,HOME_TEAM,3,0,30.0,2.0,5.0,11.0,19.0,1.0,1,2,0,11.0,6.0,2.0,3.0,16.0,0,3
503826,2025-02-22T20:30:00Z,23,2721,GD Estoril Praia,3-4-3,home,HOME_TEAM,2,1,51.0,0.0,14.0,11.0,3.0,2.0,0,2,0,3.0,11.0,4.0,5.0,18.0,2,1
503826,2025-02-22T20:30:00Z,23,2721,Rio Ave FC,4-2-3-1,away,HOME_TEAM,2,1,49.0,4.0,8.0,16.0,6.0,3.0,0,1,0,2.0,7.0,4.0,2.0,22.0,1,2
503821,2025-02-23T15:30:00Z,23,3481,CF Estrela da Amadora,3-4-3,home,DRAW,0,0,52.0,5.0,12.0,20.0,4.0,1.0,0,3,0,1.0,8.0,2.0,3.0,27.0,0,0
503821,2025-02-23T15:30:00Z,23,3481,CD Santa Clara,3-4-3,away,DRAW,0,0,48.0,2.0,19.0,13.0,7.0,1.0,0,1,0,3.0,4.0,1.0,2.0,22.0,0,0
503824,2025-02-23T15:30:00Z,23,1705,FC Arouca,4-2-3-1,home,DRAW,2,2,55.0,4.0,15.0,18.0,10.0,0.0,0,2,0,5.0,10.0,5.0,1.0,20.0,2,2
503824,2025-02-23T15:30:00Z,23,1705,SC Farense,3-4-3,away,DRAW,2,2,45.0,9.0,16.0,15.0,6.0,2.0,0,3,0,2.0,15.0,7.0,7.0,24.0,2,2
503823,2025-02-23T18:00:00Z,23,4262,AVS,4-4-2,home,DRAW,2,2,42.0,4.0,21.0,10.0,7.0,2.0,0,5,0,1.0,8.0,4.0,1.0,18.0,2,2
503823,2025-02-23T18:00:00Z,23,4262,Sporting Clube de Portugal,3-4-2-1,away,DRAW,2,2,58.0,5.0,10.0,23.0,2.0,0.0,0,4,1,2.0,9.0,3.0,4.0,22.0,2,2
503825,2025-02-23T20:30:00Z,23,3641,FC Famalicão,4-2-3-1,home,HOME_TEAM,2,0,51.0,3.0,17.0,18.0,5.0,0.0,0,3,0,5.0,14.0,4.0,7.0,16.0,2,0
503825,2025-02-23T20:30:00Z,23,3641,Moreirense FC,4-2-3-1,away,HOME_TEAM,2,0,49.0,1.0,17.0,17.0,13.0,1.0,0,2,0,2.0,7.0,5.0,2.0,27.0,0,2
503820,2025-02-24T20:15:00Z,23,44142,FC Porto,3-4-2-1,home,DRAW,1,1,57.0,6.0,20.0,18.0,6.0,1.0,0,2,0,2.0,14.0,2.0,6.0,29.0,1,1
503820,2025-02-24T20:15:00Z,23,44142,Vitória SC,4-2-3-1,away,DRAW,1,1,43.0,7.0,16.0,21.0,12.0,2.0,0,1,0,1.0,10.0,3.0,4.0,18.0,1,1
503818,2025-03-01T15:30:00Z,24,1466,CD Nacional,4-2-3-1,home,HOME_TEAM,2,1,57.0,1.0,20.0,15.0,13.0,2.0,0,3,0,3.0,14.0,7.0,5.0,24.0,2,1
503818,2025-03-01T15:30:00Z,24,1466,FC Famalicão,4-2-3-1,away,HOME_TEAM,2,1,43.0,6.0,13.0,22.0,8.0,2.0,0,4,0,5.0,15.0,4.0,7.0,19.0,1,2
503816,2025-03-01T18:00:00Z,24,3114,FC Arouca,4-2-3-1,home,AWAY_TEAM,0,2,48.0,4.0,12.0,12.0,12.0,3.0,0,2,0,0.0,6.0,3.0,2.0,16.0,0,2
503816,2025-03-01T18:00:00Z,24,3114,FC Porto,3-4-2-1,away,AWAY_TEAM,0,2,52.0,2.0,11.0,15.0,6.0,1.0,0,2,0,3.0,8.0,2.0,3.0,17.0,2,0
503810,2025-03-01T20:30:00Z,24,14798,Vitória SC,4-2-3-1,home,HOME_TEAM,1,0,63.0,7.0,7.0,16.0,6.0,6.0,0,4,0,2.0,16.0,6.0,8.0,19.0,1,0
503810,2025-03-01T20:30:00Z,24,14798,Casa Pia AC,3-4-3,away,HOME_TEAM,1,0,37.0,2.0,16.0,13.0,11.0,0.0,0,6,0,5.0,7.0,2.0,4.0,15.0,0,1
503814,2025-03-02T15:30:00Z,24,5864,Boavista FC,3-4-3,home,HOME_TEAM,1,0,38.0,9.0,10.0,19.0,12.0,0.0,0,4,0,1.0,10.0,6.0,3.0,14.0,1,0
503814,2025-03-02T15:30:00Z,24,5864,CD Santa Clara,3-4-3,away,HOME_TEAM,1,0,62.0,5.0,18.0,10.0,6.0,1.0,0,3,0,5.0,12.0,1.0,5.0,28.0,0,1
503815,2025-03-02T15:30:00Z,24,1498,Moreirense FC,4-2-3-1,home,DRAW,1,1,62.0,4.0,19.0,13.0,6.0,0.0,0,2,0,0.0,11.0,2.0,7.0,30.0,1,1
503815,2025-03-02T15:30:00Z,24,1498,CF Estrela da Amadora,3-4-3,away,DRAW,1,1,38.0,1.0,13.0,19.0,10.0,0.0,0,4,0,1.0,5.0,1.0,3.0,20.0,1,1
503817,2025-03-02T18:00:00Z,24,5967,SC Farense,3-4-3,home,AWAY_TEAM,0,1,44.0,6.0,15.0,12.0,5.0,0.0,0,2,0,2.0,14.0,6.0,7.0,20.0,0,1
503817,2025-03-02T18:00:00Z,24,5967,AVS,4-3-3,away,AWAY_TEAM,0,1,56.0,1.0,12.0,15.0,14.0,0.0,0,2,0,6.0,4.0,3.0,1.0,31.0,1,0
503812,2025-03-02T20:30:00Z,24,5250,Rio Ave FC,4-2-3-1,home,HOME_TEAM,2,1,39.0,2.0,8.0,12.0,7.0,2.0,0,2,0,6.0,12.0,6.0,6.0,19.0,2,1
503812,2025-03-02T20:30:00Z,24,5250,Sporting Clube de Braga,4-2-3-1,away,HOME_TEAM,2,1,61.0,5.0,12.0,10.0,9.0,0.0,0,5,0,4.0,13.0,7.0,4.0,19.0,1,2
503813,2025-03-03T20:15:00Z,24,36505,Sporting Clube de Portugal,3-4-2-1,home,HOME_TEAM,3,1,53.0,6.0,9.0,11.0,9.0,1.0,0,1,0,2.0,13.0,8.0,4.0,15.0,3,1
503813,2025-03-03T20:15:00Z,24,36505,GD Estoril Praia,3-4-3,away,HOME_TEAM,3,1,47.0,6.0,9.0,10.0,4.0,2.0,1,1,0,5.0,7.0,3.0,3.0,21.0,1,3
503808,2025-03-07T20:15:00Z,25,1945,CF Estrela da Amadora,3-4-3,home,DRAW,1,1,40.0,7.0,23.0,11.0,9.0,2.0,0,5,0,1.0,6.0,3.0,2.0,22.0,1,1
503808,2025-03-07T20:15:00Z,25,1945,Gil Vicente FC,4-3-3,away,DRAW,1,1,60.0,7.0,11.0,25.0,7.0,0.0,0,2,0,2.0,9.0,2.0,5.0,20.0,1,1
503802,2025-03-08T15:30:00Z,25,759,AVS,4-3-3,home,AWAY_TEAM,0,1,45.0,1.0,18.0,15.0,14.0,0.0,0,1,0,4.0,5.0,1.0,3.0,28.0,0,1
503802,2025-03-08T15:30:00Z,25,759,FC Arouca,4-2-3-1,away,AWAY_TEAM,0,1,55.0,7.0,14.0,18.0,9.0,1.0,0,1,0,1.0,13.0,5.0,6.0,28.0,1,0
503809,2025-03-08T18:00:00Z,25,1487,GD Estoril Praia,3-4-3,home,DRAW,2,2,61.0,4.0,15.0,24.0,10.0,0.0,0,2,0,3.0,13.0,4.0,7.0,22.0,2,2
503809,2025-03-08T18:00:00Z,25,1487,SC Farense,3-4-3,away,DRAW,2,2,39.0,7.0,18.0,15.0,11.0,6.0,0,1,0,2.0,13.0,4.0,7.0,17.0,2,2
503803,2025-03-08T18:00:00Z,25,52543,Sport Lisboa e Benfica,3-4-2-1,home,HOME_TEAM,3,0,43.0,5.0,8.0,11.0,5.0,4.0,0,0,0,4.0,19.0,12.0,5.0,13.0,3,0
503803,2025-03-08T18:00:00Z,25,52543,CD Nacional,4-1-4-1,away,HOME_TEAM,3,0,57.0,3.0,10.0,12.0,12.0,1.0,0,3,0,10.0,11.0,4.0,4.0,17.0,0,3
503801,2025-03-08T20:30:00Z,25,15922,Sporting Clube de Braga,4-2-3-1,home,HOME_TEAM,1,0,47.0,7.0,16.0,18.0,5.0,2.0,1,2,0,3.0,7.0,4.0,3.0,16.0,1,0
503801,2025-03-08T20:30:00Z,25,15922,FC Porto,3-4-3,away,HOME_TEAM,1,0,53.0,3.0,14.0,18.0,4.0,4.0,0,4,0,3.0,7.0,3.0,3.0,29.0,0,1
503806,2025-03-09T15:30:00Z,25,-1,CD Santa Clara,3-4-3,home,DRAW,1,1,52.0,4.0,16.0,11.0,9.0,2.0,0,1,0,2.0,12.0,4.0,5.0,29.0,1,1
503806,2025-03-09T15:30:00Z,25,-1,Moreirense FC,4-2-3-1,away,DRAW,1,1,48.0,3.0,11.0,18.0,8.0,0.0,0,2,0,3.0,9.0,3.0,3.0,24.0,1,1
503805,2025-03-09T18:00:00Z,25,6823,Casa Pia AC,3-4-3,home,AWAY_TEAM,1,3,47.0,4.0,7.0,10.0,8.0,2.0,0,4,0,1.0,4.0,3.0,1.0,23.0,1,3
503805,2025-03-09T18:00:00Z,25,6823,Sporting Clube de Portugal,3-4-3,away,AWAY_TEAM,1,3,53.0,4.0,10.0,9.0,9.0,0.0,0,3,0,3.0,6.0,4.0,2.0,21.0,3,1
503804,2025-03-09T20:30:00Z,25,16820,Boavista FC,3-4-3,home,AWAY_TEAM,1,2,41.0,2.0,15.0,16.0,12.0,1.0,0,2,0,7.0,5.0,2.0,2.0,13.0,1,2
503804,2025-03-09T20:30:00Z,25,16820,Vitória SC,4-2-3-1,away,AWAY_TEAM,1,2,59.0,7.0,16.0,16.0,8.0,0.0,0,1,0,1.0,16.0,8.0,6.0,19.0,2,1
503807,2025-03-10T20:15:00Z,25,1780,FC Famalicão,4-2-3-1,home,HOME_TEAM,1,0,55.0,5.0,19.0,15.0,9.0,0.0,0,1,0,2.0,13.0,6.0,6.0,12.0,1,0
503807,2025-03-10T20:15:00Z,25,1780,Rio Ave FC,4-2-3-1,away,HOME_TEAM,1,0,45.0,1.0,12.0,19.0,10.0,3.0,0,2,0,5.0,9.0,2.0,6.0,20.0,0,1
503794,2025-03-15T15:30:00Z,26,6064,SC Farense,4-4-2,home,AWAY_TEAM,0,1,46.0,12.0,18.0,14.0,6.0,4.0,0,2,0,3.0,12.0,4.0,4.0,32.0,0,1
503794,2025-03-15T15:30:00Z,26,6064,Sporting Clube de Braga,4-2-3-1,away,AWAY_TEAM,0,1,54.0,4.0,14.0,22.0,9.0,0.0,0,1,0,5.0,9.0,4.0,2.0,25.0,1,0
503798,2025-03-15T15:30:00Z,26,4248,Gil Vicente FC,4-1-4-1,home,AWAY_TEAM,0,1,62.0,5.0,13.0,22.0,4.0,0.0,0,2,0,0.0,10.0,1.0,6.0,30.0,0,1
503798,2025-03-15T15:30:00Z,26,4248,CD Santa Clara,3-4-3,away,AWAY_TEAM,0,1,38.0,0.0,17.0,13.0,12.0,5.0,0,2,0,1.0,3.0,1.0,2.0,16.0,1,0
503800,2025-03-15T18:00:00Z,26,37286,FC Porto,4-2-3-1,home,HOME_TEAM,2,0,66.0,4.0,19.0,8.0,5.0,1.0,0,3,0,2.0,21.0,9.0,9.0,19.0,2,0
503800,2025-03-15T18:00:00Z,26,37286,AVS,4-2-3-1,away,HOME_TEAM,2,0,34.0,3.0,8.0,20.0,15.0,0.0,0,3,1,7.0,8.0,2.0,5.0,17.0,0,2
503799,2025-03-15T20:30:00Z,26,41791,Sporting Clube de Portugal,3-4-2-1,home,HOME_TEAM,3,1,59.0,11.0,10.0,14.0,10.0,0.0,1,4,0,2.0,19.0,8.0,5.0,22.0,3,1
503799,2025-03-15T20:30:00Z,26,41791,FC Famalicão,4-3-3,away,HOME_TEAM,3,1,41.0,4.0,13.0,10.0,10.0,1.0,0,1,0,5.0,8.0,3.0,3.0,18.0,1,3
503792,2025-03-16T15:30:00Z,26,1556,CD Nacional,4-1-4-1,home,HOME_TEAM,3,1,52.0,2.0,12.0,12.0,14.0,1.0,0,2,0,2.0,12.0,6.0,4.0,24.0,3,1
503792,2025-03-16T15:30:00Z,26,1556,Casa Pia AC,3-4-3,away,HOME_TEAM,3,1,48.0,5.0,11.0,13.0,5.0,1.0,0,1,0,3.0,11.0,3.0,6.0,16.0,1,3
503797,2025-03-16T15:30:00Z,26,1643,FC Arouca,4-3-3,home,DRAW,1,1,35.0,3.0,12.0,16.0,7.0,5.0,0,0,0,2.0,3.0,1.0,1.0,27.0,1,1
503797,2025-03-16T15:30:00Z,26,1643,GD Estoril Praia,3-4-3,away,DRAW,1,1,65.0,4.0,14.0,17.0,3.0,2.0,0,1,0,0.0,10.0,3.0,3.0,27.0,1,1
503793,2025-03-16T18:00:00Z,26,4753,Rio Ave FC,4-2-3-1,home,AWAY_TEAM,2,3,40.0,3.0,5.0,6.0,5.0,0.0,0,2,1,2.0,5.0,2.0,2.0,6.0,2,3
503793,2025-03-16T18:00:00Z,26,4753,Sport Lisboa e Benfica,4-3-3,away,AWAY_TEAM,2,3,60.0,11.0,4.0,5.0,3.0,2.0,0,1,0,0.0,8.0,5.0,1.0,5.0,3,2
503795,2025-03-16T20:30:00Z,26,13974,Vitória SC,4-2-3-1,home,HOME_TEAM,2,0,57.0,8.0,15.0,19.0,7.0,0.0,0,1,0,0.0,13.0,7.0,4.0,22.0,2,0
503795,2025-03-16T20:30:00Z,26,13974,CF Estrela da Amadora,3-4-3,away,HOME_TEAM,2,0,43.0,2.0,15.0,15.0,8.0,4.0,0,2,0,5.0,6.0,0.0,6.0,21.0,0,2
503796,2025-03-16T20:30:00Z,26,1521,Moreirense FC,4-2-3-1,home,HOME_TEAM,1,0,57.0,6.0,14.0,13.0,5.0,1.0,0,4,0,3.0,20.0,3.0,12.0,18.0,1,0
503796,2025-03-16T20:30:00Z,26,1521,Boavista FC,4-1-4-1,away,HOME_TEAM,1,0,43.0,3.0,13.0,15.0,17.0,0.0,1,6,0,2.0,7.0,3.0,0.0,20.0,0,1
503811,2025-03-28T20:15:00Z,24,11010,Gil Vicente FC,4-1-4-1,home,AWAY_TEAM,0,3,43.0,5.0,8.0,15.0,12.0,0.0,0,4,0,4.0,7.0,2.0,4.0,17.0,0,3
503811,2025-03-28T20:15:00Z,24,11010,Sport Lisboa e Benfica,4-3-3,away,AWAY_TEAM,0,3,57.0,2.0,15.0,8.0,5.0,0.0,0,2,0,2.0,18.0,7.0,6.0,17.0,3,0
503788,2025-03-29T15:30:00Z,27,1206,Casa Pia AC,3-4-3,home,HOME_TEAM,2,1,52.0,7.0,18.0,16.0,7.0,0.0,0,5,0,4.0,10.0,3.0,6.0,22.0,2,1
503788,2025-03-29T15:30:00Z,27,1206,Rio Ave FC,4-4-2,away,HOME_TEAM,2,1,48.0,4.0,13.0,18.0,12.0,3.0,0,1,0,1.0,11.0,5.0,5.0,15.0,1,2
503790,2025-03-29T18:00:00Z,27,7031,CF Estrela da Amadora,3-4-3,home,AWAY_TEAM,0,3,36.0,3.0,16.0,20.0,8.0,1.0,1,6,1,4.0,7.0,0.0,4.0,23.0,0,3
503790,2025-03-29T18:00:00Z,27,7031,Sporting Clube de Portugal,3-4-2-1,away,AWAY_TEAM,0,3,64.0,2.0,19.0,17.0,4.0,1.0,0,1,0,0.0,13.0,7.0,5.0,11.0,3,0
503786,2025-03-29T20:30:00Z,27,12122,Sporting Clube de Braga,4-2-3-1,home,HOME_TEAM,2,1,64.0,7.0,13.0,13.0,6.0,1.0,0,2,0,0.0,15.0,6.0,3.0,21.0,2,1
503786,2025-03-29T20:30:00Z,27,12122,FC Arouca,4-4-2,away,HOME_TEAM,2,1,36.0,1.0,11.0,14.0,5.0,2.0,0,2,0,4.0,6.0,1.0,3.0,18.0,1,2
503785,2025-03-30T14:30:00Z,27,4163,FC Famalicão,4-2-3-1,home,HOME_TEAM,4,1,58.0,4.0,14.0,17.0,6.0,2.0,0,2,0,0.0,12.0,5.0,7.0,19.0,4,1
503785,2025-03-30T14:30:00Z,27,4163,AVS,4-2-3-1,away,HOME_TEAM,4,1,42.0,2.0,17.0,16.0,12.0,0.0,0,2,0,1.0,4.0,1.0,2.0,17.0,1,4
503789,2025-03-30T14:30:00Z,27,2038,CD Santa Clara,3-4-3,home,HOME_TEAM,1,0,38.0,3.0,21.0,17.0,9.0,4.0,0,3,0,5.0,12.0,6.0,6.0,21.0,1,0
503789,2025-03-30T14:30:00Z,27,2038,CD Nacional,4-3-3,away,HOME_TEAM,1,0,62.0,4.0,17.0,25.0,12.0,0.0,0,2,1,5.0,9.0,5.0,4.0,31.0,0,1
503791,2025-03-30T17:00:00Z,27,4762,GD Estoril Praia,3-4-3,home,AWAY_TEAM,1,2,38.0,1.0,18.0,12.0,7.0,1.0,0,4,0,4.0,3.0,2.0,1.0,12.0,1,2
503791,2025-03-30T17:00:00Z,27,4762,FC Porto,3-4-3,away,AWAY_TEAM,1,2,62.0,6.0,10.0,19.0,5.0,2.0,0,2,0,1.0,12.0,6.0,5.0,21.0,2,1
503784,2025-03-30T19:30:00Z,27,3795,Moreirense FC,4-2-3-1,home,DRAW,2,2,40.0,2.0,7.0,13.0,4.0,0.0,0,2,0,1.0,11.0,3.0,5.0,15.0,2,2
503784,2025-03-30T19:30:00Z,27,3795,Vitória SC,4-2-3-1,away,DRAW,2,2,60.0,3.0,13.0,7.0,8.0,0.0,0,2,0,1.0,10.0,3.0,4.0,17.0,2,2
503787,2025-04-01T19:15:00Z,27,4731,Boavista FC,4-3-3,home,AWAY_TEAM,1,3,41.0,3.0,21.0,14.0,4.0,3.0,1,1,0,6.0,8.0,3.0,3.0,29.0,1,3
503787,2025-04-01T19:15:00Z,27,4731,Gil Vicente FC,4-2-3-1,away,AWAY_TEAM,1,3,59.0,3.0,12.0,24.0,6.0,2.0,0,2,1,2.0,14.0,9.0,2.0,11.0,3,1
503783,2025-04-02T19:15:00Z,27,51790,Sport Lisboa e Benfica,4-3-3,home,HOME_TEAM,3,2,67.0,5.0,14.0,13.0,8.0,4.0,0,1,0,6.0,9.0,6.0,3.0,17.0,3,2
503783,2025-04-02T19:15:00Z,27,51790,SC Farense,5-3-2,away,HOME_TEAM,3,2,33.0,4.0,11.0,18.0,8.0,2.0,0,1,0,3.0,13.0,8.0,2.0,12.0,2,3
503780,2025-04-04T19:15:00Z,28,743,AVS,4-3-3,home,AWAY_TEAM,0,3,45.0,4.0,12.0,13.0,5.0,4.0,0,3,0,5.0,8.0,1.0,5.0,20.0,0,3
503780,2025-04-04T19:15:00Z,28,743,GD Estoril Praia,3-4-3,away,AWAY_TEAM,0,3,55.0,3.0,13.0,16.0,5.0,0.0,0,1,0,1.0,13.0,8.0,4.0,26.0,3,0
503782,2025-04-05T17:00:00Z,28,1699,FC Arouca,4-2-3-1,home,AWAY_TEAM,1,2,57.0,3.0,2.0,7.0,5.0,0.0,0,3,0,2.0,15.0,6.0,7.0,13.0,1,2
